"STATION","NAME","DATE","PRCP","TMAX","TMIN"
"ASN00014015","DARWIN AIRPORT, AS","2013-09-24","0.00","95","74"
"ASN00014015","DARWIN AIRPORT, AS","2013-09-25","0.00","95","76"
"ASN00014015","DARWIN AIRPORT, AS","2013-09-26","0.00","92","73"
"ASN00014015","DARWIN AIRPORT, AS","2013-09-27","0.00","92","73"
"ASN00014015","DARWIN AIRPORT, AS","2013-09-28","0.00","92","74"
"ASN00014015","DARWIN AIRPORT, AS","2013-09-29","0.00","91","76"
"ASN00014015","DARWIN AIRPORT, AS","2013-09-30","0.00","93","75"
"ASN00014015","DARWIN AIRPORT, AS","2013-10-01","0.00","95","74"
"ASN00014015","DARWIN AIRPORT, AS","2013-10-02","0.00","92","74"
"ASN00014015","DARWIN AIRPORT, AS","2013-10-03","0.00","90","77"
"ASN00014015","DARWIN AIRPORT, AS","2013-10-04","0.72","94","71"
"ASN00014015","DARWIN AIRPORT, AS","2013-10-05","0.00","94","77"
"ASN00014015","DARWIN AIRPORT, AS","2013-10-06","0.00","92","76"
"ASN00014015","DARWIN AIRPORT, AS","2013-10-07","0.00","91","75"
"ASN00014015","DARWIN AIRPORT, AS","2013-10-08","0.00","93","79"
"ASN00014015","DARWIN AIRPORT, AS","2013-10-09","0.08","94","77"
"ASN00014015","DARWIN AIRPORT, AS","2013-10-10","0.00","98","78"
"ASN00014015","DARWIN AIRPORT, AS","2013-10-11","0.00","94","75"
"ASN00014015","DARWIN AIRPORT, AS","2013-10-12","0.00","93","75"
"ASN00014015","DARWIN AIRPORT, AS","2013-10-13","0.00","94","77"
"ASN00014015","DARWIN AIRPORT, AS","2013-10-14","0.00","95","82"
"ASN00014015","DARWIN AIRPORT, AS","2013-10-15","0.57","93","73"
"ASN00014015","DARWIN AIRPORT, AS","2013-10-16","0.11","97","75"
"ASN00014015","DARWIN AIRPORT, AS","2013-10-17","0.00","91","81"
"ASN00014015","DARWIN AIRPORT, AS","2013-10-18","0.00","93","76"
"ASN00014015","DARWIN AIRPORT, AS","2013-10-19","0.00","94","77"
"ASN00014015","DARWIN AIRPORT, AS","2013-10-20","0.00","93","77"
"ASN00014015","DARWIN AIRPORT, AS","2013-10-21","0.00","92","78"
"ASN00014015","DARWIN AIRPORT, AS","2013-10-22","0.00","93","80"
"ASN00014015","DARWIN AIRPORT, AS","2013-10-23","0.31","91","78"
"ASN00014015","DARWIN AIRPORT, AS","2013-10-24","1.06","91","74"
"ASN00014015","DARWIN AIRPORT, AS","2013-10-25","0.11","94","77"
"ASN00014015","DARWIN AIRPORT, AS","2013-10-26","0.69","94","69"
"ASN00014015","DARWIN AIRPORT, AS","2013-10-27","0.22","92","77"
"ASN00014015","DARWIN AIRPORT, AS","2013-10-28","0.02","93","75"
"ASN00014015","DARWIN AIRPORT, AS","2013-10-29","0.00","94","76"
"ASN00014015","DARWIN AIRPORT, AS","2013-10-30","0.01","92","78"
"ASN00014015","DARWIN AIRPORT, AS","2013-10-31","0.00","96","78"
"ASN00014015","DARWIN AIRPORT, AS","2013-11-01","0.00","93","78"
"ASN00014015","DARWIN AIRPORT, AS","2013-11-02","0.03","92","77"
"ASN00014015","DARWIN AIRPORT, AS","2013-11-03","0.00","94","78"
"ASN00014015","DARWIN AIRPORT, AS","2013-11-04","0.02","95","77"
"ASN00014015","DARWIN AIRPORT, AS","2013-11-05","4.13","92","70"
"ASN00014015","DARWIN AIRPORT, AS","2013-11-06","0.00","92","76"
"ASN00014015","DARWIN AIRPORT, AS","2013-11-07","0.00","92","76"
"ASN00014015","DARWIN AIRPORT, AS","2013-11-08","0.05","92","78"
"ASN00014015","DARWIN AIRPORT, AS","2013-11-09","0.00","93","77"
"ASN00014015","DARWIN AIRPORT, AS","2013-11-10","0.37","92","74"
"ASN00014015","DARWIN AIRPORT, AS","2013-11-11","0.00","93","79"
"ASN00014015","DARWIN AIRPORT, AS","2013-11-12","0.57","94","72"
"ASN00014015","DARWIN AIRPORT, AS","2013-11-13","0.11","94","75"
"ASN00014015","DARWIN AIRPORT, AS","2013-11-14","1.25","94","73"
"ASN00014015","DARWIN AIRPORT, AS","2013-11-15","0.68","88","74"
"ASN00014015","DARWIN AIRPORT, AS","2013-11-16","0.00","92","79"
"ASN00014015","DARWIN AIRPORT, AS","2013-11-17","0.40","92","73"
"ASN00014015","DARWIN AIRPORT, AS","2013-11-18","0.39","92","75"
"ASN00014015","DARWIN AIRPORT, AS","2013-11-19","1.04","85","75"
"ASN00014015","DARWIN AIRPORT, AS","2013-11-20","0.13","89","74"
"ASN00014015","DARWIN AIRPORT, AS","2013-11-21","0.16","89","76"
"ASN00014015","DARWIN AIRPORT, AS","2013-11-22","0.00","88","78"
"ASN00014015","DARWIN AIRPORT, AS","2013-11-23","0.10","88","78"
"ASN00014015","DARWIN AIRPORT, AS","2013-11-24","2.29","87","74"
"ASN00014015","DARWIN AIRPORT, AS","2013-11-25","0.58","89","75"
"ASN00014015","DARWIN AIRPORT, AS","2013-11-26","0.00","90","79"
"ASN00014015","DARWIN AIRPORT, AS","2013-11-27","0.00","90","80"
"ASN00014015","DARWIN AIRPORT, AS","2013-11-28","0.08","91","76"
"ASN00014015","DARWIN AIRPORT, AS","2013-11-29","0.00","91","79"
"ASN00014015","DARWIN AIRPORT, AS","2013-11-30","0.00","90","80"
"ASN00014015","DARWIN AIRPORT, AS","2013-12-01","0.00","91","78"
"ASN00014015","DARWIN AIRPORT, AS","2013-12-02","0.43","88","76"
"ASN00014015","DARWIN AIRPORT, AS","2013-12-03","0.00","92","78"
"ASN00014015","DARWIN AIRPORT, AS","2013-12-04","0.00","91","78"
"ASN00014015","DARWIN AIRPORT, AS","2013-12-05","0.00","90","78"
"ASN00014015","DARWIN AIRPORT, AS","2013-12-06","0.14","94","74"
"ASN00014015","DARWIN AIRPORT, AS","2013-12-07","0.00","95","78"
"ASN00014015","DARWIN AIRPORT, AS","2013-12-08","0.00","94","80"
"ASN00014015","DARWIN AIRPORT, AS","2013-12-09","0.29","94","78"
"ASN00014015","DARWIN AIRPORT, AS","2013-12-10","0.00","94","80"
"ASN00014015","DARWIN AIRPORT, AS","2013-12-11","0.00","93","80"
"ASN00014015","DARWIN AIRPORT, AS","2013-12-12","0.07","94","78"
"ASN00014015","DARWIN AIRPORT, AS","2013-12-13","0.00","91","80"
"ASN00014015","DARWIN AIRPORT, AS","2013-12-14","0.69","93","74"
"ASN00014015","DARWIN AIRPORT, AS","2013-12-15","0.24","93","75"
"ASN00014015","DARWIN AIRPORT, AS","2013-12-16","0.35","94","75"
"ASN00014015","DARWIN AIRPORT, AS","2013-12-17","1.27","92","73"
"ASN00014015","DARWIN AIRPORT, AS","2013-12-18","0.04","91","78"
"ASN00014015","DARWIN AIRPORT, AS","2013-12-19","0.91","91","76"
"ASN00014015","DARWIN AIRPORT, AS","2013-12-20","0.09","92","74"
"ASN00014015","DARWIN AIRPORT, AS","2013-12-21","0.00","87","80"
"ASN00014015","DARWIN AIRPORT, AS","2013-12-22","0.56","90","76"
"ASN00014015","DARWIN AIRPORT, AS","2013-12-23","1.10","91","75"
"ASN00014015","DARWIN AIRPORT, AS","2013-12-24","0.23","87","75"
"ASN00014015","DARWIN AIRPORT, AS","2013-12-25","0.32","83","76"
"ASN00014015","DARWIN AIRPORT, AS","2013-12-26","0.91","83","75"
"ASN00014015","DARWIN AIRPORT, AS","2013-12-27","0.35","84","76"
"ASN00014015","DARWIN AIRPORT, AS","2013-12-28","0.02","87","80"
"ASN00014015","DARWIN AIRPORT, AS","2013-12-29","0.28","89","73"
"ASN00014015","DARWIN AIRPORT, AS","2013-12-30","0.00","90","77"
"ASN00014015","DARWIN AIRPORT, AS","2013-12-31","0.00","92","80"
"ASN00014015","DARWIN AIRPORT, AS","2014-01-01","0.04","92","78"
"ASN00014015","DARWIN AIRPORT, AS","2014-01-02","0.00","93","80"
"ASN00014015","DARWIN AIRPORT, AS","2014-01-03","0.00","93","80"
"ASN00014015","DARWIN AIRPORT, AS","2014-01-04","0.00","92","81"
"ASN00014015","DARWIN AIRPORT, AS","2014-01-05","0.00","93","77"
"ASN00014015","DARWIN AIRPORT, AS","2014-01-06","0.22","97","77"
"ASN00014015","DARWIN AIRPORT, AS","2014-01-07","0.00","97","79"
"ASN00014015","DARWIN AIRPORT, AS","2014-01-08","0.00","95","82"
"ASN00014015","DARWIN AIRPORT, AS","2014-01-09","0.00","95","83"
"ASN00014015","DARWIN AIRPORT, AS","2014-01-10","0.90","91","73"
"ASN00014015","DARWIN AIRPORT, AS","2014-01-11","0.48","91","73"
"ASN00014015","DARWIN AIRPORT, AS","2014-01-12","0.31","91","77"
"ASN00014015","DARWIN AIRPORT, AS","2014-01-13","0.62","85","75"
"ASN00014015","DARWIN AIRPORT, AS","2014-01-14","1.18","82","76"
"ASN00014015","DARWIN AIRPORT, AS","2014-01-15","2.53","87","76"
"ASN00014015","DARWIN AIRPORT, AS","2014-01-16","1.52","87","75"
"ASN00014015","DARWIN AIRPORT, AS","2014-01-17","0.57","88","74"
"ASN00014015","DARWIN AIRPORT, AS","2014-01-18","1.65","86","75"
"ASN00014015","DARWIN AIRPORT, AS","2014-01-19","2.94","87","75"
"ASN00014015","DARWIN AIRPORT, AS","2014-01-20","1.60","87","75"
"ASN00014015","DARWIN AIRPORT, AS","2014-01-21","0.54","89","77"
"ASN00014015","DARWIN AIRPORT, AS","2014-01-22","0.35","90","76"
"ASN00014015","DARWIN AIRPORT, AS","2014-01-23","0.55","87","75"
"ASN00014015","DARWIN AIRPORT, AS","2014-01-24","0.06","86","77"
"ASN00014015","DARWIN AIRPORT, AS","2014-01-25","1.30","89","74"
"ASN00014015","DARWIN AIRPORT, AS","2014-01-26","0.00","88","81"
"ASN00014015","DARWIN AIRPORT, AS","2014-01-27","0.14","89","76"
"ASN00014015","DARWIN AIRPORT, AS","2014-01-28","0.17","84","75"
"ASN00014015","DARWIN AIRPORT, AS","2014-01-29","3.24","83","75"
"ASN00014015","DARWIN AIRPORT, AS","2014-01-30","1.65","83","75"
"ASN00014015","DARWIN AIRPORT, AS","2014-01-31","1.40","83","76"
"ASN00014015","DARWIN AIRPORT, AS","2014-02-01","2.43","87","74"
"ASN00014015","DARWIN AIRPORT, AS","2014-02-02","0.15","88","78"
"ASN00014015","DARWIN AIRPORT, AS","2014-02-03","0.88","86","75"
"ASN00014015","DARWIN AIRPORT, AS","2014-02-04","0.31","86","77"
"ASN00014015","DARWIN AIRPORT, AS","2014-02-05","0.57","87","74"
"ASN00014015","DARWIN AIRPORT, AS","2014-02-06","0.58","85","76"
"ASN00014015","DARWIN AIRPORT, AS","2014-02-07","0.27","88","76"
"ASN00014015","DARWIN AIRPORT, AS","2014-02-08","0.11","90","78"
"ASN00014015","DARWIN AIRPORT, AS","2014-02-09","0.00","92","81"
"ASN00014015","DARWIN AIRPORT, AS","2014-02-10","0.35","90","77"
"ASN00014015","DARWIN AIRPORT, AS","2014-02-11","0.00","90","81"
"ASN00014015","DARWIN AIRPORT, AS","2014-02-12","0.00","89","79"
"ASN00014015","DARWIN AIRPORT, AS","2014-02-13","1.21","89","76"
"ASN00014015","DARWIN AIRPORT, AS","2014-02-14","0.00","89","78"
"ASN00014015","DARWIN AIRPORT, AS","2014-02-15","0.02","89","80"
"ASN00014015","DARWIN AIRPORT, AS","2014-02-16","0.08","87","80"
"ASN00014015","DARWIN AIRPORT, AS","2014-02-17","0.09","85","80"
"ASN00014015","DARWIN AIRPORT, AS","2014-02-18","4.19","81","71"
"ASN00014015","DARWIN AIRPORT, AS","2014-02-19","1.93","87","74"
"ASN00014015","DARWIN AIRPORT, AS","2014-02-20","0.01","89","76"
"ASN00014015","DARWIN AIRPORT, AS","2014-02-21","0.38","88","74"
"ASN00014015","DARWIN AIRPORT, AS","2014-02-22","0.00","93","79"
"ASN00014015","DARWIN AIRPORT, AS","2014-02-23","0.00","90","78"
"ASN00014015","DARWIN AIRPORT, AS","2014-02-24","0.05","90","78"
"ASN00014015","DARWIN AIRPORT, AS","2014-02-25","0.00","89","79"
"ASN00014015","DARWIN AIRPORT, AS","2014-02-26","0.04","89","79"
"ASN00014015","DARWIN AIRPORT, AS","2014-02-27","0.36","88","78"
"ASN00014015","DARWIN AIRPORT, AS","2014-02-28","0.52","89","79"
"ASN00014015","DARWIN AIRPORT, AS","2014-03-01","0.00","88","81"
"ASN00014015","DARWIN AIRPORT, AS","2014-03-02","0.00","92","74"
"ASN00014015","DARWIN AIRPORT, AS","2014-03-03","0.00","92","77"
"ASN00014015","DARWIN AIRPORT, AS","2014-03-04","0.00","90","78"
"ASN00014015","DARWIN AIRPORT, AS","2014-03-05","0.00","92","78"
"ASN00014015","DARWIN AIRPORT, AS","2014-03-06","0.01","90","75"
"ASN00014015","DARWIN AIRPORT, AS","2014-03-07","0.64","89","75"
"ASN00014015","DARWIN AIRPORT, AS","2014-03-08","0.60","89","76"
"ASN00014015","DARWIN AIRPORT, AS","2014-03-09","0.00","90","80"
"ASN00014015","DARWIN AIRPORT, AS","2014-03-10","0.13","90","73"
"ASN00014015","DARWIN AIRPORT, AS","2014-03-11","0.15","91","77"
"ASN00014015","DARWIN AIRPORT, AS","2014-03-12","0.43","89","73"
"ASN00014015","DARWIN AIRPORT, AS","2014-03-13","0.00","90","76"
"ASN00014015","DARWIN AIRPORT, AS","2014-03-14","0.00","90","77"
"ASN00014015","DARWIN AIRPORT, AS","2014-03-15","0.64","92","75"
"ASN00014015","DARWIN AIRPORT, AS","2014-03-16","0.32","91","77"
"ASN00014015","DARWIN AIRPORT, AS","2014-03-17","0.34","93","76"
"ASN00014015","DARWIN AIRPORT, AS","2014-03-18","0.00","89","77"
"ASN00014015","DARWIN AIRPORT, AS","2014-03-19","0.00","93","76"
"ASN00014015","DARWIN AIRPORT, AS","2014-03-20","0.00","90","76"
"ASN00014015","DARWIN AIRPORT, AS","2014-03-21","0.00","92","78"
"ASN00014015","DARWIN AIRPORT, AS","2014-03-22","0.02","90","81"
"ASN00014015","DARWIN AIRPORT, AS","2014-03-23","0.00","94","78"
"ASN00014015","DARWIN AIRPORT, AS","2014-03-24","0.33","92","76"
"ASN00014015","DARWIN AIRPORT, AS","2014-03-25","0.01","92","75"
"ASN00014015","DARWIN AIRPORT, AS","2014-03-26","0.00","91","78"
"ASN00014015","DARWIN AIRPORT, AS","2014-03-27","0.00","93","76"
"ASN00014015","DARWIN AIRPORT, AS","2014-03-28","0.00","93","71"
"ASN00014015","DARWIN AIRPORT, AS","2014-03-29","0.00","92","74"
"ASN00014015","DARWIN AIRPORT, AS","2014-03-30","0.02","94","77"
"ASN00014015","DARWIN AIRPORT, AS","2014-03-31","0.01","96","77"
"ASN00014015","DARWIN AIRPORT, AS","2014-04-01","0.35","94","74"
"ASN00014015","DARWIN AIRPORT, AS","2014-04-02","0.17","92","78"
"ASN00014015","DARWIN AIRPORT, AS","2014-04-03","0.00","92","77"
"ASN00014015","DARWIN AIRPORT, AS","2014-04-04","0.00","91","78"
"ASN00014015","DARWIN AIRPORT, AS","2014-04-05","0.09","91","78"
"ASN00014015","DARWIN AIRPORT, AS","2014-04-06","0.26","91","77"
"ASN00014015","DARWIN AIRPORT, AS","2014-04-07","0.49","90","74"
"ASN00014015","DARWIN AIRPORT, AS","2014-04-08","0.00","89","79"
"ASN00014015","DARWIN AIRPORT, AS","2014-04-09","0.46","89","76"
"ASN00014015","DARWIN AIRPORT, AS","2014-04-10","0.69","90","76"
"ASN00014015","DARWIN AIRPORT, AS","2014-04-11","0.72","90","76"
"ASN00014015","DARWIN AIRPORT, AS","2014-04-12","0.00","93","79"
"ASN00014015","DARWIN AIRPORT, AS","2014-04-13","0.09","94","76"
"ASN00014015","DARWIN AIRPORT, AS","2014-04-14","0.46","91","76"
"ASN00014015","DARWIN AIRPORT, AS","2014-04-15","0.00","92","79"
"ASN00014015","DARWIN AIRPORT, AS","2014-04-16","0.00","93","75"
"ASN00014015","DARWIN AIRPORT, AS","2014-04-17","0.00","90","76"
"ASN00014015","DARWIN AIRPORT, AS","2014-04-18","1.31","90","74"
"ASN00014015","DARWIN AIRPORT, AS","2014-04-19","0.15","92","74"
"ASN00014015","DARWIN AIRPORT, AS","2014-04-20","0.34","91","74"
"ASN00014015","DARWIN AIRPORT, AS","2014-04-21","0.00","92","76"
"ASN00014015","DARWIN AIRPORT, AS","2014-04-22","0.00","93","76"
"ASN00014015","DARWIN AIRPORT, AS","2014-04-23","0.00","93","76"
"ASN00014015","DARWIN AIRPORT, AS","2014-04-24","0.00","94","78"
"ASN00014015","DARWIN AIRPORT, AS","2014-04-25","0.00","90","80"
"ASN00014015","DARWIN AIRPORT, AS","2014-04-26","0.00","92","79"
"ASN00014015","DARWIN AIRPORT, AS","2014-04-27","0.00","92","78"
"ASN00014015","DARWIN AIRPORT, AS","2014-04-28","1.39","86","76"
"ASN00014015","DARWIN AIRPORT, AS","2014-04-29","0.00","91","77"
"ASN00014015","DARWIN AIRPORT, AS","2014-04-30","0.01","93","78"
"ASN00014015","DARWIN AIRPORT, AS","2014-05-01","0.00","91","77"
"ASN00014015","DARWIN AIRPORT, AS","2014-05-02","0.13","90","76"
"ASN00014015","DARWIN AIRPORT, AS","2014-05-03","0.00","90","77"
"ASN00014015","DARWIN AIRPORT, AS","2014-05-04","0.01","87","76"
"ASN00014015","DARWIN AIRPORT, AS","2014-05-05","0.00","88","74"
"ASN00014015","DARWIN AIRPORT, AS","2014-05-06","0.00","87","72"
"ASN00014015","DARWIN AIRPORT, AS","2014-05-07","0.00","89","68"
"ASN00014015","DARWIN AIRPORT, AS","2014-05-08","0.00","91","73"
"ASN00014015","DARWIN AIRPORT, AS","2014-05-09","0.00","92","72"
"ASN00014015","DARWIN AIRPORT, AS","2014-05-10","0.00","91","71"
"ASN00014015","DARWIN AIRPORT, AS","2014-05-11","0.00","91","72"
"ASN00014015","DARWIN AIRPORT, AS","2014-05-12","0.00","92","75"
"ASN00014015","DARWIN AIRPORT, AS","2014-05-13","0.00","91","75"
"ASN00014015","DARWIN AIRPORT, AS","2014-05-14","0.00","92","75"
"ASN00014015","DARWIN AIRPORT, AS","2014-05-15","0.00","90","74"
"ASN00014015","DARWIN AIRPORT, AS","2014-05-16","0.00","91","75"
"ASN00014015","DARWIN AIRPORT, AS","2014-05-17","0.00","92","76"
"ASN00014015","DARWIN AIRPORT, AS","2014-05-18","0.00","92","76"
"ASN00014015","DARWIN AIRPORT, AS","2014-05-19","0.11","88","75"
"ASN00014015","DARWIN AIRPORT, AS","2014-05-20","0.00","90","75"
"ASN00014015","DARWIN AIRPORT, AS","2014-05-21","0.00","91","73"
"ASN00014015","DARWIN AIRPORT, AS","2014-05-22","0.01","91","75"
"ASN00014015","DARWIN AIRPORT, AS","2014-05-23","0.00","92","75"
"ASN00014015","DARWIN AIRPORT, AS","2014-05-24","0.00","92","73"
"ASN00014015","DARWIN AIRPORT, AS","2014-05-25","0.00","92","71"
"ASN00014015","DARWIN AIRPORT, AS","2014-05-26","0.00","93","75"
"ASN00014015","DARWIN AIRPORT, AS","2014-05-27","0.00","92","75"
"ASN00014015","DARWIN AIRPORT, AS","2014-05-28","0.00","90","73"
"ASN00014015","DARWIN AIRPORT, AS","2014-05-29","0.00","92","72"
"ASN00014015","DARWIN AIRPORT, AS","2014-05-30","0.09","91","75"
"ASN00014015","DARWIN AIRPORT, AS","2014-05-31","0.00","91","74"
"ASN00014015","DARWIN AIRPORT, AS","2014-06-01","0.00","92","74"
"ASN00014015","DARWIN AIRPORT, AS","2014-06-02","0.00","91","74"
"ASN00014015","DARWIN AIRPORT, AS","2014-06-03","0.00","91","74"
"ASN00014015","DARWIN AIRPORT, AS","2014-06-04","0.00","90","74"
"ASN00014015","DARWIN AIRPORT, AS","2014-06-05","0.00","91","74"
"ASN00014015","DARWIN AIRPORT, AS","2014-06-06","0.00","93","73"
"ASN00014015","DARWIN AIRPORT, AS","2014-06-07","0.00","91","77"
"ASN00014015","DARWIN AIRPORT, AS","2014-06-08","0.00","89","72"
"ASN00014015","DARWIN AIRPORT, AS","2014-06-09","0.00","86","66"
"ASN00014015","DARWIN AIRPORT, AS","2014-06-10","0.00","85","65"
"ASN00014015","DARWIN AIRPORT, AS","2014-06-11","0.00","86","64"
"ASN00014015","DARWIN AIRPORT, AS","2014-06-12","0.00","87","61"
"ASN00014015","DARWIN AIRPORT, AS","2014-06-13","0.00","88","65"
"ASN00014015","DARWIN AIRPORT, AS","2014-06-14","0.00","88","68"
"ASN00014015","DARWIN AIRPORT, AS","2014-06-15","0.00","84","70"
"ASN00014015","DARWIN AIRPORT, AS","2014-06-16","0.00","83","63"
"ASN00014015","DARWIN AIRPORT, AS","2014-06-17","0.00","85","61"
"ASN00014015","DARWIN AIRPORT, AS","2014-06-18","0.00","89","67"
"ASN00014015","DARWIN AIRPORT, AS","2014-06-19","0.00","88","70"
"ASN00014015","DARWIN AIRPORT, AS","2014-06-20","0.00","91","76"
"ASN00014015","DARWIN AIRPORT, AS","2014-06-21","0.00","91","72"
"ASN00014015","DARWIN AIRPORT, AS","2014-06-22","0.00","90","70"
"ASN00014015","DARWIN AIRPORT, AS","2014-06-23","0.00","89","67"
"ASN00014015","DARWIN AIRPORT, AS","2014-06-24","0.00","87","59"
"ASN00014015","DARWIN AIRPORT, AS","2014-06-25","0.00","86","61"
"ASN00014015","DARWIN AIRPORT, AS","2014-06-26","0.00","85","63"
"ASN00014015","DARWIN AIRPORT, AS","2014-06-27","0.00","87","65"
"ASN00014015","DARWIN AIRPORT, AS","2014-06-28","0.00","87","64"
"ASN00014015","DARWIN AIRPORT, AS","2014-06-29","0.00","88","65"
"ASN00014015","DARWIN AIRPORT, AS","2014-06-30","0.00","85","64"
"ASN00014015","DARWIN AIRPORT, AS","2014-07-01","0.00","83","60"
"ASN00014015","DARWIN AIRPORT, AS","2014-07-02","0.00","83","64"
"ASN00014015","DARWIN AIRPORT, AS","2014-07-03","0.00","85","63"
"ASN00014015","DARWIN AIRPORT, AS","2014-07-04","0.00","86","65"
"ASN00014015","DARWIN AIRPORT, AS","2014-07-05","0.00","88","67"
"ASN00014015","DARWIN AIRPORT, AS","2014-07-06","0.00","88","65"
"ASN00014015","DARWIN AIRPORT, AS","2014-07-07","0.00","87","64"
"ASN00014015","DARWIN AIRPORT, AS","2014-07-08","0.00","84","62"
"ASN00014015","DARWIN AIRPORT, AS","2014-07-09","0.00","87","63"
"ASN00014015","DARWIN AIRPORT, AS","2014-07-10","0.00","86","65"
"ASN00014015","DARWIN AIRPORT, AS","2014-07-11","0.00","86","67"
"ASN00014015","DARWIN AIRPORT, AS","2014-07-12","0.00","88","66"
"ASN00014015","DARWIN AIRPORT, AS","2014-07-13","0.00","87","71"
"ASN00014015","DARWIN AIRPORT, AS","2014-07-14","0.00","87","70"
"ASN00014015","DARWIN AIRPORT, AS","2014-07-15","0.00","90","69"
"ASN00014015","DARWIN AIRPORT, AS","2014-07-16","0.00","89","68"
"ASN00014015","DARWIN AIRPORT, AS","2014-07-17","0.00","91","68"
"ASN00014015","DARWIN AIRPORT, AS","2014-07-18","0.00","90","69"
"ASN00014015","DARWIN AIRPORT, AS","2014-07-19","0.00","88","66"
"ASN00014015","DARWIN AIRPORT, AS","2014-07-20","0.00","89","65"
"ASN00014015","DARWIN AIRPORT, AS","2014-07-21","0.00","89","65"
"ASN00014015","DARWIN AIRPORT, AS","2014-07-22","0.00","89","64"
"ASN00014015","DARWIN AIRPORT, AS","2014-07-23","0.00","87","66"
"ASN00014015","DARWIN AIRPORT, AS","2014-07-24","0.00","85","63"
"ASN00014015","DARWIN AIRPORT, AS","2014-07-25","0.00","87","67"
"ASN00014015","DARWIN AIRPORT, AS","2014-07-26","0.00","90","68"
"ASN00014015","DARWIN AIRPORT, AS","2014-07-27","0.00","91","66"
"ASN00014015","DARWIN AIRPORT, AS","2014-07-28","0.00","92","67"
"ASN00014015","DARWIN AIRPORT, AS","2014-07-29","0.00","92","68"
"ASN00014015","DARWIN AIRPORT, AS","2014-07-30","0.00","92","68"
"ASN00014015","DARWIN AIRPORT, AS","2014-07-31","0.00","91","70"
"ASN00014015","DARWIN AIRPORT, AS","2014-08-01","0.00","90","69"
"ASN00014015","DARWIN AIRPORT, AS","2014-08-02","0.00","92","70"
"ASN00014015","DARWIN AIRPORT, AS","2014-08-03","0.00","91","70"
"ASN00014015","DARWIN AIRPORT, AS","2014-08-04","0.00","91","69"
"ASN00014015","DARWIN AIRPORT, AS","2014-08-05","0.00","87","67"
"ASN00014015","DARWIN AIRPORT, AS","2014-08-06","0.00","89","64"
"ASN00014015","DARWIN AIRPORT, AS","2014-08-07","0.00","91","65"
"ASN00014015","DARWIN AIRPORT, AS","2014-08-08","0.00","93","69"
"ASN00014015","DARWIN AIRPORT, AS","2014-08-09","0.00","93","66"
"ASN00014015","DARWIN AIRPORT, AS","2014-08-10","0.00","90","66"
"ASN00014015","DARWIN AIRPORT, AS","2014-08-11","0.00","91","65"
"ASN00014015","DARWIN AIRPORT, AS","2014-08-12","0.00","92","65"
"ASN00014015","DARWIN AIRPORT, AS","2014-08-13","0.00","89","66"
"ASN00014015","DARWIN AIRPORT, AS","2014-08-14","0.00","88","64"
"ASN00014015","DARWIN AIRPORT, AS","2014-08-15","0.00","87","66"
"ASN00014015","DARWIN AIRPORT, AS","2014-08-16","0.00","87","64"
"ASN00014015","DARWIN AIRPORT, AS","2014-08-17","0.00","87","62"
"ASN00014015","DARWIN AIRPORT, AS","2014-08-18","0.00","86","60"
"ASN00014015","DARWIN AIRPORT, AS","2014-08-19","0.00","87","59"
"ASN00014015","DARWIN AIRPORT, AS","2014-08-20","0.00","87","61"
"ASN00014015","DARWIN AIRPORT, AS","2014-08-21","0.00","90","65"
"ASN00014015","DARWIN AIRPORT, AS","2014-08-22","0.00","87","60"
"ASN00014015","DARWIN AIRPORT, AS","2014-08-23","0.00","87","55"
"ASN00014015","DARWIN AIRPORT, AS","2014-08-24","0.00","89","60"
"ASN00014015","DARWIN AIRPORT, AS","2014-08-25","0.00","93","63"
"ASN00014015","DARWIN AIRPORT, AS","2014-08-26","0.00","91","66"
"ASN00014015","DARWIN AIRPORT, AS","2014-08-27","0.00","91","61"
"ASN00014015","DARWIN AIRPORT, AS","2014-08-28","0.00","91","60"
"ASN00014015","DARWIN AIRPORT, AS","2014-08-29","0.00","90","61"
"ASN00014015","DARWIN AIRPORT, AS","2014-08-30","0.00","90","62"
"ASN00014015","DARWIN AIRPORT, AS","2014-08-31","0.00","88","64"
"ASN00014015","DARWIN AIRPORT, AS","2014-09-01","0.00","88","65"
"ASN00014015","DARWIN AIRPORT, AS","2014-09-02","0.00","89","64"
"ASN00014015","DARWIN AIRPORT, AS","2014-09-03","0.00","93","65"
"ASN00014015","DARWIN AIRPORT, AS","2014-09-04","0.00","93","65"
"ASN00014015","DARWIN AIRPORT, AS","2014-09-05","0.00","89","66"
"ASN00014015","DARWIN AIRPORT, AS","2014-09-06","0.00","90","67"
"ASN00014015","DARWIN AIRPORT, AS","2014-09-07","0.00","90","66"
"ASN00014015","DARWIN AIRPORT, AS","2014-09-08","0.00","88","69"
"ASN00014015","DARWIN AIRPORT, AS","2014-09-09","0.00","90","71"
"ASN00014015","DARWIN AIRPORT, AS","2014-09-10","0.00","90","68"
"ASN00014015","DARWIN AIRPORT, AS","2014-09-11","0.00","93","70"
"ASN00014015","DARWIN AIRPORT, AS","2014-09-12","0.00","91","67"
"ASN00014015","DARWIN AIRPORT, AS","2014-09-13","0.00","92","71"
"ASN00014015","DARWIN AIRPORT, AS","2014-09-14","0.00","96","69"
"ASN00014015","DARWIN AIRPORT, AS","2014-09-15","0.00","89","71"
"ASN00014015","DARWIN AIRPORT, AS","2014-09-16","0.00","92","71"
