"STATION","NAME","DATE","PRCP","TMAX","TMIN"
"ASN00014015","DARWIN AIRPORT, AS","2007-09-11","0.00","88","72"
"ASN00014015","DARWIN AIRPORT, AS","2007-09-12","0.00","90","70"
"ASN00014015","DARWIN AIRPORT, AS","2007-09-13","0.00","89","70"
"ASN00014015","DARWIN AIRPORT, AS","2007-09-14","0.00","90","72"
"ASN00014015","DARWIN AIRPORT, AS","2007-09-15","0.00","88","71"
"ASN00014015","DARWIN AIRPORT, AS","2007-09-16","0.00","89","70"
"ASN00014015","DARWIN AIRPORT, AS","2007-09-17","0.00","90","73"
"ASN00014015","DARWIN AIRPORT, AS","2007-09-18","0.00","92","74"
"ASN00014015","DARWIN AIRPORT, AS","2007-09-19","0.00","91","71"
"ASN00014015","DARWIN AIRPORT, AS","2007-09-20","0.00","93","70"
"ASN00014015","DARWIN AIRPORT, AS","2007-09-21","0.00","90","73"
"ASN00014015","DARWIN AIRPORT, AS","2007-09-22","0.00","92","72"
"ASN00014015","DARWIN AIRPORT, AS","2007-09-23","0.00","92","74"
"ASN00014015","DARWIN AIRPORT, AS","2007-09-24","0.00","92","73"
"ASN00014015","DARWIN AIRPORT, AS","2007-09-25","0.00","94","75"
"ASN00014015","DARWIN AIRPORT, AS","2007-09-26","0.00","92","74"
"ASN00014015","DARWIN AIRPORT, AS","2007-09-27","0.00","90","75"
"ASN00014015","DARWIN AIRPORT, AS","2007-09-28","0.09","90","76"
"ASN00014015","DARWIN AIRPORT, AS","2007-09-29","1.62","94","71"
"ASN00014015","DARWIN AIRPORT, AS","2007-09-30","0.00","97","74"
"ASN00014015","DARWIN AIRPORT, AS","2007-10-01","0.00","96","72"
"ASN00014015","DARWIN AIRPORT, AS","2007-10-02","0.02","92","75"
"ASN00014015","DARWIN AIRPORT, AS","2007-10-03","0.00","91","76"
"ASN00014015","DARWIN AIRPORT, AS","2007-10-04","0.00","91","76"
"ASN00014015","DARWIN AIRPORT, AS","2007-10-05","0.00","91","79"
"ASN00014015","DARWIN AIRPORT, AS","2007-10-06","0.00","92","78"
"ASN00014015","DARWIN AIRPORT, AS","2007-10-07","0.00","94","79"
"ASN00014015","DARWIN AIRPORT, AS","2007-10-08","0.00","93","79"
"ASN00014015","DARWIN AIRPORT, AS","2007-10-09","0.00","92","78"
"ASN00014015","DARWIN AIRPORT, AS","2007-10-10","0.00","92","81"
"ASN00014015","DARWIN AIRPORT, AS","2007-10-11","0.00","93","81"
"ASN00014015","DARWIN AIRPORT, AS","2007-10-12","0.00","92","80"
"ASN00014015","DARWIN AIRPORT, AS","2007-10-13","0.00","95","79"
"ASN00014015","DARWIN AIRPORT, AS","2007-10-14","0.17","95","77"
"ASN00014015","DARWIN AIRPORT, AS","2007-10-15","0.00","95","75"
"ASN00014015","DARWIN AIRPORT, AS","2007-10-16","0.00","93","76"
"ASN00014015","DARWIN AIRPORT, AS","2007-10-17","0.02","90","77"
"ASN00014015","DARWIN AIRPORT, AS","2007-10-18","0.17","92","76"
"ASN00014015","DARWIN AIRPORT, AS","2007-10-19","0.00","94","74"
"ASN00014015","DARWIN AIRPORT, AS","2007-10-20","0.00","94","75"
"ASN00014015","DARWIN AIRPORT, AS","2007-10-21","0.00","93","78"
"ASN00014015","DARWIN AIRPORT, AS","2007-10-22","0.02","89","76"
"ASN00014015","DARWIN AIRPORT, AS","2007-10-23","0.02","92","78"
"ASN00014015","DARWIN AIRPORT, AS","2007-10-24","0.00","93","78"
"ASN00014015","DARWIN AIRPORT, AS","2007-10-25","0.00","96","78"
"ASN00014015","DARWIN AIRPORT, AS","2007-10-26","0.00","95","80"
"ASN00014015","DARWIN AIRPORT, AS","2007-10-27","0.00","94","79"
"ASN00014015","DARWIN AIRPORT, AS","2007-10-28","0.02","94","77"
"ASN00014015","DARWIN AIRPORT, AS","2007-10-29","0.09","93","78"
"ASN00014015","DARWIN AIRPORT, AS","2007-10-30","0.00","94","77"
"ASN00014015","DARWIN AIRPORT, AS","2007-10-31","0.00","93","80"
"ASN00014015","DARWIN AIRPORT, AS","2007-11-01","0.45","91","79"
"ASN00014015","DARWIN AIRPORT, AS","2007-11-02","0.58","92","76"
"ASN00014015","DARWIN AIRPORT, AS","2007-11-03","1.07","90","76"
"ASN00014015","DARWIN AIRPORT, AS","2007-11-04","0.11","93","77"
"ASN00014015","DARWIN AIRPORT, AS","2007-11-05","0.00","89","78"
"ASN00014015","DARWIN AIRPORT, AS","2007-11-06","0.23","88","78"
"ASN00014015","DARWIN AIRPORT, AS","2007-11-07","0.43","92","75"
"ASN00014015","DARWIN AIRPORT, AS","2007-11-08","0.00","90","77"
"ASN00014015","DARWIN AIRPORT, AS","2007-11-09","0.39","94","75"
"ASN00014015","DARWIN AIRPORT, AS","2007-11-10","0.00","94","79"
"ASN00014015","DARWIN AIRPORT, AS","2007-11-11","0.06","92","78"
"ASN00014015","DARWIN AIRPORT, AS","2007-11-12","0.09","93","79"
"ASN00014015","DARWIN AIRPORT, AS","2007-11-13","0.11","94","76"
"ASN00014015","DARWIN AIRPORT, AS","2007-11-14","0.91","92","78"
"ASN00014015","DARWIN AIRPORT, AS","2007-11-15","0.00","92","77"
"ASN00014015","DARWIN AIRPORT, AS","2007-11-16","0.02","94","77"
"ASN00014015","DARWIN AIRPORT, AS","2007-11-17","0.00","93","78"
"ASN00014015","DARWIN AIRPORT, AS","2007-11-18","0.08","91","76"
"ASN00014015","DARWIN AIRPORT, AS","2007-11-19","0.24","92","74"
"ASN00014015","DARWIN AIRPORT, AS","2007-11-20","0.00","92","79"
"ASN00014015","DARWIN AIRPORT, AS","2007-11-21","0.05","90","78"
"ASN00014015","DARWIN AIRPORT, AS","2007-11-22","0.39","93","77"
"ASN00014015","DARWIN AIRPORT, AS","2007-11-23","0.00","99","74"
"ASN00014015","DARWIN AIRPORT, AS","2007-11-24","0.00","94","79"
"ASN00014015","DARWIN AIRPORT, AS","2007-11-25","0.13","93","78"
"ASN00014015","DARWIN AIRPORT, AS","2007-11-26","0.00","95","78"
"ASN00014015","DARWIN AIRPORT, AS","2007-11-27","0.00","94","83"
"ASN00014015","DARWIN AIRPORT, AS","2007-11-28","0.00","94","81"
"ASN00014015","DARWIN AIRPORT, AS","2007-11-29","0.31","92","72"
"ASN00014015","DARWIN AIRPORT, AS","2007-11-30","0.00","95","78"
"ASN00014015","DARWIN AIRPORT, AS","2007-12-01","0.00","94","78"
"ASN00014015","DARWIN AIRPORT, AS","2007-12-02","0.00","93","85"
"ASN00014015","DARWIN AIRPORT, AS","2007-12-03","0.00","95","85"
"ASN00014015","DARWIN AIRPORT, AS","2007-12-04","0.34","92","76"
"ASN00014015","DARWIN AIRPORT, AS","2007-12-05","0.00","94","83"
"ASN00014015","DARWIN AIRPORT, AS","2007-12-06","0.53","94","70"
"ASN00014015","DARWIN AIRPORT, AS","2007-12-07","0.01","91","80"
"ASN00014015","DARWIN AIRPORT, AS","2007-12-08","0.17","93","77"
"ASN00014015","DARWIN AIRPORT, AS","2007-12-09","0.01","92","80"
"ASN00014015","DARWIN AIRPORT, AS","2007-12-10","0.15","93","78"
"ASN00014015","DARWIN AIRPORT, AS","2007-12-11","0.43","92","74"
"ASN00014015","DARWIN AIRPORT, AS","2007-12-12","0.00","93","80"
"ASN00014015","DARWIN AIRPORT, AS","2007-12-13","0.00","94","79"
"ASN00014015","DARWIN AIRPORT, AS","2007-12-14","0.00","96","79"
"ASN00014015","DARWIN AIRPORT, AS","2007-12-15","0.29","92","75"
"ASN00014015","DARWIN AIRPORT, AS","2007-12-16","0.00","94","80"
"ASN00014015","DARWIN AIRPORT, AS","2007-12-17","0.00","96","78"
"ASN00014015","DARWIN AIRPORT, AS","2007-12-18","0.00","96","77"
"ASN00014015","DARWIN AIRPORT, AS","2007-12-19","0.15","95","79"
"ASN00014015","DARWIN AIRPORT, AS","2007-12-20","0.00","91","79"
"ASN00014015","DARWIN AIRPORT, AS","2007-12-21","0.55","93","77"
"ASN00014015","DARWIN AIRPORT, AS","2007-12-22","0.13","91","79"
"ASN00014015","DARWIN AIRPORT, AS","2007-12-23","0.00","94","80"
"ASN00014015","DARWIN AIRPORT, AS","2007-12-24","0.00","91","78"
"ASN00014015","DARWIN AIRPORT, AS","2007-12-25","0.33","88","76"
"ASN00014015","DARWIN AIRPORT, AS","2007-12-26","0.73","86","74"
"ASN00014015","DARWIN AIRPORT, AS","2007-12-27","0.06","90","76"
"ASN00014015","DARWIN AIRPORT, AS","2007-12-28","0.85","89","78"
"ASN00014015","DARWIN AIRPORT, AS","2007-12-29","0.27","85","78"
"ASN00014015","DARWIN AIRPORT, AS","2007-12-30","4.35","88","75"
"ASN00014015","DARWIN AIRPORT, AS","2007-12-31","0.41","84","77"
"ASN00014015","DARWIN AIRPORT, AS","2008-01-01","0.06","90","76"
"ASN00014015","DARWIN AIRPORT, AS","2008-01-02","0.68","88","71"
"ASN00014015","DARWIN AIRPORT, AS","2008-01-03","0.99","87","76"
"ASN00014015","DARWIN AIRPORT, AS","2008-01-04","2.02","84","76"
"ASN00014015","DARWIN AIRPORT, AS","2008-01-05","1.13","90","75"
"ASN00014015","DARWIN AIRPORT, AS","2008-01-06","0.15","91","74"
"ASN00014015","DARWIN AIRPORT, AS","2008-01-07","0.00","91","78"
"ASN00014015","DARWIN AIRPORT, AS","2008-01-08","0.00","91","80"
"ASN00014015","DARWIN AIRPORT, AS","2008-01-09","0.00","88","74"
"ASN00014015","DARWIN AIRPORT, AS","2008-01-10","1.97","89","71"
"ASN00014015","DARWIN AIRPORT, AS","2008-01-11","0.00","89","78"
"ASN00014015","DARWIN AIRPORT, AS","2008-01-12","0.00","90","83"
"ASN00014015","DARWIN AIRPORT, AS","2008-01-13","9.53","83","72"
"ASN00014015","DARWIN AIRPORT, AS","2008-01-14","0.06","87","77"
"ASN00014015","DARWIN AIRPORT, AS","2008-01-15","0.00","90","81"
"ASN00014015","DARWIN AIRPORT, AS","2008-01-16","0.00","91","82"
"ASN00014015","DARWIN AIRPORT, AS","2008-01-17","0.00","91","82"
"ASN00014015","DARWIN AIRPORT, AS","2008-01-18","0.00","92","76"
"ASN00014015","DARWIN AIRPORT, AS","2008-01-19","0.36","87","74"
"ASN00014015","DARWIN AIRPORT, AS","2008-01-20","0.00","91","79"
"ASN00014015","DARWIN AIRPORT, AS","2008-01-21","0.00","92","82"
"ASN00014015","DARWIN AIRPORT, AS","2008-01-22","0.00","92","82"
"ASN00014015","DARWIN AIRPORT, AS","2008-01-23","0.59","90","73"
"ASN00014015","DARWIN AIRPORT, AS","2008-01-24","1.03","93","72"
"ASN00014015","DARWIN AIRPORT, AS","2008-01-25","1.12","91","74"
"ASN00014015","DARWIN AIRPORT, AS","2008-01-26","0.00","92","79"
"ASN00014015","DARWIN AIRPORT, AS","2008-01-27","0.02","91","79"
"ASN00014015","DARWIN AIRPORT, AS","2008-01-28","0.02","91","77"
"ASN00014015","DARWIN AIRPORT, AS","2008-01-29","0.27","91","77"
"ASN00014015","DARWIN AIRPORT, AS","2008-01-30","0.29","91","78"
"ASN00014015","DARWIN AIRPORT, AS","2008-01-31","0.00","93","77"
"ASN00014015","DARWIN AIRPORT, AS","2008-02-01","0.37","93","75"
"ASN00014015","DARWIN AIRPORT, AS","2008-02-02","0.03","93","78"
"ASN00014015","DARWIN AIRPORT, AS","2008-02-03","0.05","92","79"
"ASN00014015","DARWIN AIRPORT, AS","2008-02-04","0.13","90","79"
"ASN00014015","DARWIN AIRPORT, AS","2008-02-05","0.18","90","79"
"ASN00014015","DARWIN AIRPORT, AS","2008-02-06","0.02","92","79"
"ASN00014015","DARWIN AIRPORT, AS","2008-02-07","0.06","90","81"
"ASN00014015","DARWIN AIRPORT, AS","2008-02-08","1.06","87","75"
"ASN00014015","DARWIN AIRPORT, AS","2008-02-09","0.79","87","76"
"ASN00014015","DARWIN AIRPORT, AS","2008-02-10","1.51","83","76"
"ASN00014015","DARWIN AIRPORT, AS","2008-02-11","2.20","88","76"
"ASN00014015","DARWIN AIRPORT, AS","2008-02-12","2.37","85","73"
"ASN00014015","DARWIN AIRPORT, AS","2008-02-13","1.09","83","74"
"ASN00014015","DARWIN AIRPORT, AS","2008-02-14","0.55","85","74"
"ASN00014015","DARWIN AIRPORT, AS","2008-02-15","0.57","90","75"
"ASN00014015","DARWIN AIRPORT, AS","2008-02-16","0.07","87","77"
"ASN00014015","DARWIN AIRPORT, AS","2008-02-17","0.02","85","78"
"ASN00014015","DARWIN AIRPORT, AS","2008-02-18","2.20","83","74"
"ASN00014015","DARWIN AIRPORT, AS","2008-02-19","2.72","79","74"
"ASN00014015","DARWIN AIRPORT, AS","2008-02-20","7.02","86","73"
"ASN00014015","DARWIN AIRPORT, AS","2008-02-21","0.46","87","76"
"ASN00014015","DARWIN AIRPORT, AS","2008-02-22","0.24","87","76"
"ASN00014015","DARWIN AIRPORT, AS","2008-02-23","0.09","88","77"
"ASN00014015","DARWIN AIRPORT, AS","2008-02-24","0.00","88","80"
"ASN00014015","DARWIN AIRPORT, AS","2008-02-25","0.54","84","76"
"ASN00014015","DARWIN AIRPORT, AS","2008-02-26","1.27","87","75"
"ASN00014015","DARWIN AIRPORT, AS","2008-02-27","0.57","88","76"
"ASN00014015","DARWIN AIRPORT, AS","2008-02-28","0.06","88","79"
"ASN00014015","DARWIN AIRPORT, AS","2008-02-29","0.16","88","77"
"ASN00014015","DARWIN AIRPORT, AS","2008-03-01","0.02","89","77"
"ASN00014015","DARWIN AIRPORT, AS","2008-03-02","0.03","91","77"
"ASN00014015","DARWIN AIRPORT, AS","2008-03-03","0.61","90","74"
"ASN00014015","DARWIN AIRPORT, AS","2008-03-04","0.00","89","78"
"ASN00014015","DARWIN AIRPORT, AS","2008-03-05","0.79","91","75"
"ASN00014015","DARWIN AIRPORT, AS","2008-03-06","0.45","91","74"
"ASN00014015","DARWIN AIRPORT, AS","2008-03-07","0.12","89","74"
"ASN00014015","DARWIN AIRPORT, AS","2008-03-08","0.02","86","75"
"ASN00014015","DARWIN AIRPORT, AS","2008-03-09","0.00","88","76"
"ASN00014015","DARWIN AIRPORT, AS","2008-03-10","0.00","90","78"
"ASN00014015","DARWIN AIRPORT, AS","2008-03-11","0.17","89","76"
"ASN00014015","DARWIN AIRPORT, AS","2008-03-12","0.69","88","75"
"ASN00014015","DARWIN AIRPORT, AS","2008-03-13","0.87","92","75"
"ASN00014015","DARWIN AIRPORT, AS","2008-03-14","0.00","90","78"
"ASN00014015","DARWIN AIRPORT, AS","2008-03-15","0.50","90","77"
"ASN00014015","DARWIN AIRPORT, AS","2008-03-16","0.21","90","75"
"ASN00014015","DARWIN AIRPORT, AS","2008-03-17","0.47","91","75"
"ASN00014015","DARWIN AIRPORT, AS","2008-03-18","0.59","90","74"
"ASN00014015","DARWIN AIRPORT, AS","2008-03-19","0.00","91","76"
"ASN00014015","DARWIN AIRPORT, AS","2008-03-20","0.42","92","75"
"ASN00014015","DARWIN AIRPORT, AS","2008-03-21","0.00","91","78"
"ASN00014015","DARWIN AIRPORT, AS","2008-03-22","0.00","92","78"
"ASN00014015","DARWIN AIRPORT, AS","2008-03-23","0.50","91","73"
"ASN00014015","DARWIN AIRPORT, AS","2008-03-24","0.17","90","77"
"ASN00014015","DARWIN AIRPORT, AS","2008-03-25","2.06","91","74"
"ASN00014015","DARWIN AIRPORT, AS","2008-03-26","0.00","91","77"
"ASN00014015","DARWIN AIRPORT, AS","2008-03-27","0.44","90","74"
"ASN00014015","DARWIN AIRPORT, AS","2008-03-28","0.13","88","76"
"ASN00014015","DARWIN AIRPORT, AS","2008-03-29","0.59","91","78"
"ASN00014015","DARWIN AIRPORT, AS","2008-03-30","0.39","89","76"
"ASN00014015","DARWIN AIRPORT, AS","2008-03-31","0.19","91","77"
"ASN00014015","DARWIN AIRPORT, AS","2008-04-01","0.00","90","74"
"ASN00014015","DARWIN AIRPORT, AS","2008-04-02","0.00","91","76"
"ASN00014015","DARWIN AIRPORT, AS","2008-04-03","0.00","91","75"
"ASN00014015","DARWIN AIRPORT, AS","2008-04-04","0.09","89","75"
"ASN00014015","DARWIN AIRPORT, AS","2008-04-05","0.30","92","75"
"ASN00014015","DARWIN AIRPORT, AS","2008-04-06","0.00","92","75"
"ASN00014015","DARWIN AIRPORT, AS","2008-04-07","0.00","92","72"
"ASN00014015","DARWIN AIRPORT, AS","2008-04-08","0.00","91","75"
"ASN00014015","DARWIN AIRPORT, AS","2008-04-09","0.02","92","75"
"ASN00014015","DARWIN AIRPORT, AS","2008-04-10","0.00","92","75"
"ASN00014015","DARWIN AIRPORT, AS","2008-04-11","0.00","93","73"
"ASN00014015","DARWIN AIRPORT, AS","2008-04-12","0.00","93","72"
"ASN00014015","DARWIN AIRPORT, AS","2008-04-13","0.00","92","70"
"ASN00014015","DARWIN AIRPORT, AS","2008-04-14","0.00","91","71"
"ASN00014015","DARWIN AIRPORT, AS","2008-04-15","0.00","93","73"
"ASN00014015","DARWIN AIRPORT, AS","2008-04-16","0.00","93","72"
"ASN00014015","DARWIN AIRPORT, AS","2008-04-17","0.00","93","74"
"ASN00014015","DARWIN AIRPORT, AS","2008-04-18","0.00","92","71"
"ASN00014015","DARWIN AIRPORT, AS","2008-04-19","0.00","92","68"
"ASN00014015","DARWIN AIRPORT, AS","2008-04-20","0.00","91","69"
"ASN00014015","DARWIN AIRPORT, AS","2008-04-21","0.00","90","69"
"ASN00014015","DARWIN AIRPORT, AS","2008-04-22","0.00","93","77"
"ASN00014015","DARWIN AIRPORT, AS","2008-04-23","0.00","92","74"
"ASN00014015","DARWIN AIRPORT, AS","2008-04-24","0.00","94","74"
"ASN00014015","DARWIN AIRPORT, AS","2008-04-25","0.00","92","72"
"ASN00014015","DARWIN AIRPORT, AS","2008-04-26","0.00","92","72"
"ASN00014015","DARWIN AIRPORT, AS","2008-04-27","0.00","90","68"
"ASN00014015","DARWIN AIRPORT, AS","2008-04-28","0.00","93","69"
"ASN00014015","DARWIN AIRPORT, AS","2008-04-29","0.00","91","71"
"ASN00014015","DARWIN AIRPORT, AS","2008-04-30","0.00","93","74"
"ASN00014015","DARWIN AIRPORT, AS","2008-05-01","0.00","93","72"
"ASN00014015","DARWIN AIRPORT, AS","2008-05-02","0.00","94","74"
"ASN00014015","DARWIN AIRPORT, AS","2008-05-03","0.00","92","74"
"ASN00014015","DARWIN AIRPORT, AS","2008-05-04","0.00","92","73"
"ASN00014015","DARWIN AIRPORT, AS","2008-05-05","0.00","92","71"
"ASN00014015","DARWIN AIRPORT, AS","2008-05-06","0.00","91","67"
"ASN00014015","DARWIN AIRPORT, AS","2008-05-07","0.00","91","67"
"ASN00014015","DARWIN AIRPORT, AS","2008-05-08","0.00","91","70"
"ASN00014015","DARWIN AIRPORT, AS","2008-05-09","0.00","89","68"
"ASN00014015","DARWIN AIRPORT, AS","2008-05-10","0.00","91","69"
"ASN00014015","DARWIN AIRPORT, AS","2008-05-11","0.00","92","69"
"ASN00014015","DARWIN AIRPORT, AS","2008-05-12","0.00","92","70"
"ASN00014015","DARWIN AIRPORT, AS","2008-05-13","0.00","90","72"
"ASN00014015","DARWIN AIRPORT, AS","2008-05-14","0.00","90","72"
"ASN00014015","DARWIN AIRPORT, AS","2008-05-15","0.00","92","74"
"ASN00014015","DARWIN AIRPORT, AS","2008-05-16","0.00","92","75"
"ASN00014015","DARWIN AIRPORT, AS","2008-05-17","0.00","93","72"
"ASN00014015","DARWIN AIRPORT, AS","2008-05-18","0.00","93","72"
"ASN00014015","DARWIN AIRPORT, AS","2008-05-19","0.00","90","71"
"ASN00014015","DARWIN AIRPORT, AS","2008-05-20","0.00","89","67"
"ASN00014015","DARWIN AIRPORT, AS","2008-05-21","0.00","88","66"
"ASN00014015","DARWIN AIRPORT, AS","2008-05-22","0.00","89","63"
"ASN00014015","DARWIN AIRPORT, AS","2008-05-23","0.00","89","66"
"ASN00014015","DARWIN AIRPORT, AS","2008-05-24","0.00","89","67"
"ASN00014015","DARWIN AIRPORT, AS","2008-05-25","0.00","90","67"
"ASN00014015","DARWIN AIRPORT, AS","2008-05-26","0.00","92","69"
"ASN00014015","DARWIN AIRPORT, AS","2008-05-27","0.00","92","71"
"ASN00014015","DARWIN AIRPORT, AS","2008-05-28","0.00","86","69"
"ASN00014015","DARWIN AIRPORT, AS","2008-05-29","0.00","87","67"
"ASN00014015","DARWIN AIRPORT, AS","2008-05-30","0.00","87","63"
"ASN00014015","DARWIN AIRPORT, AS","2008-05-31","0.00","85","63"
"ASN00014015","DARWIN AIRPORT, AS","2008-06-01","0.00","86","62"
"ASN00014015","DARWIN AIRPORT, AS","2008-06-02","0.00","87","62"
"ASN00014015","DARWIN AIRPORT, AS","2008-06-03","0.00","87","63"
"ASN00014015","DARWIN AIRPORT, AS","2008-06-04","0.00","88","66"
"ASN00014015","DARWIN AIRPORT, AS","2008-06-05","0.00","90","69"
"ASN00014015","DARWIN AIRPORT, AS","2008-06-06","0.00","93","73"
"ASN00014015","DARWIN AIRPORT, AS","2008-06-07","0.00","93","76"
"ASN00014015","DARWIN AIRPORT, AS","2008-06-08","0.00","90","69"
"ASN00014015","DARWIN AIRPORT, AS","2008-06-09","0.00","92","71"
"ASN00014015","DARWIN AIRPORT, AS","2008-06-10","0.00","92","72"
"ASN00014015","DARWIN AIRPORT, AS","2008-06-11","0.00","90","69"
"ASN00014015","DARWIN AIRPORT, AS","2008-06-12","0.00","88","69"
"ASN00014015","DARWIN AIRPORT, AS","2008-06-13","0.00","90","69"
"ASN00014015","DARWIN AIRPORT, AS","2008-06-14","0.00","90","68"
"ASN00014015","DARWIN AIRPORT, AS","2008-06-15","0.00","89","70"
"ASN00014015","DARWIN AIRPORT, AS","2008-06-16","0.00","89","66"
"ASN00014015","DARWIN AIRPORT, AS","2008-06-17","0.00","87","66"
"ASN00014015","DARWIN AIRPORT, AS","2008-06-18","0.00","88","68"
"ASN00014015","DARWIN AIRPORT, AS","2008-06-19","0.00","92","69"
"ASN00014015","DARWIN AIRPORT, AS","2008-06-20","0.00","89","71"
"ASN00014015","DARWIN AIRPORT, AS","2008-06-21","0.00","83","70"
"ASN00014015","DARWIN AIRPORT, AS","2008-06-22","0.00","87","68"
"ASN00014015","DARWIN AIRPORT, AS","2008-06-23","0.00","86","68"
"ASN00014015","DARWIN AIRPORT, AS","2008-06-24","0.00","85","66"
"ASN00014015","DARWIN AIRPORT, AS","2008-06-25","0.00","85","66"
"ASN00014015","DARWIN AIRPORT, AS","2008-06-26","0.00","88","65"
"ASN00014015","DARWIN AIRPORT, AS","2008-06-27","0.00","87","68"
"ASN00014015","DARWIN AIRPORT, AS","2008-06-28","0.00","85","65"
"ASN00014015","DARWIN AIRPORT, AS","2008-06-29","0.00","90","69"
"ASN00014015","DARWIN AIRPORT, AS","2008-06-30","0.00","90","69"
"ASN00014015","DARWIN AIRPORT, AS","2008-07-01","0.00","92","68"
"ASN00014015","DARWIN AIRPORT, AS","2008-07-02","0.00","90","67"
"ASN00014015","DARWIN AIRPORT, AS","2008-07-03","0.00","89","65"
"ASN00014015","DARWIN AIRPORT, AS","2008-07-04","0.00","87","63"
"ASN00014015","DARWIN AIRPORT, AS","2008-07-05","0.00","87","60"
"ASN00014015","DARWIN AIRPORT, AS","2008-07-06","0.00","89","61"
"ASN00014015","DARWIN AIRPORT, AS","2008-07-07","0.00","91","63"
"ASN00014015","DARWIN AIRPORT, AS","2008-07-08","0.00","87","67"
"ASN00014015","DARWIN AIRPORT, AS","2008-07-09","0.00","85","63"
"ASN00014015","DARWIN AIRPORT, AS","2008-07-10","0.00","87","63"
"ASN00014015","DARWIN AIRPORT, AS","2008-07-11","0.00","87","64"
"ASN00014015","DARWIN AIRPORT, AS","2008-07-12","0.00","88","58"
"ASN00014015","DARWIN AIRPORT, AS","2008-07-13","0.00","88","66"
"ASN00014015","DARWIN AIRPORT, AS","2008-07-14","0.00","88","66"
"ASN00014015","DARWIN AIRPORT, AS","2008-07-15","0.00","92","71"
"ASN00014015","DARWIN AIRPORT, AS","2008-07-16","0.00","92","66"
"ASN00014015","DARWIN AIRPORT, AS","2008-07-17","0.00","92","63"
"ASN00014015","DARWIN AIRPORT, AS","2008-07-18","0.00","90","64"
"ASN00014015","DARWIN AIRPORT, AS","2008-07-19","0.00","86","71"
"ASN00014015","DARWIN AIRPORT, AS","2008-07-20","0.00","89","71"
"ASN00014015","DARWIN AIRPORT, AS","2008-07-21","0.00","91","71"
"ASN00014015","DARWIN AIRPORT, AS","2008-07-22","0.00","90","72"
"ASN00014015","DARWIN AIRPORT, AS","2008-07-23","0.00","88","71"
"ASN00014015","DARWIN AIRPORT, AS","2008-07-24","0.00","84","63"
"ASN00014015","DARWIN AIRPORT, AS","2008-07-25","0.00","85","61"
"ASN00014015","DARWIN AIRPORT, AS","2008-07-26","0.00","86","58"
"ASN00014015","DARWIN AIRPORT, AS","2008-07-27","0.00","88","54"
"ASN00014015","DARWIN AIRPORT, AS","2008-07-28","0.00","86","60"
"ASN00014015","DARWIN AIRPORT, AS","2008-07-29","0.00","89","63"
"ASN00014015","DARWIN AIRPORT, AS","2008-07-30","0.00","84","66"
"ASN00014015","DARWIN AIRPORT, AS","2008-07-31","0.00","87","63"
"ASN00014015","DARWIN AIRPORT, AS","2008-08-01","0.00","90","63"
"ASN00014015","DARWIN AIRPORT, AS","2008-08-02","0.00","90","65"
"ASN00014015","DARWIN AIRPORT, AS","2008-08-03","0.00","93","66"
"ASN00014015","DARWIN AIRPORT, AS","2008-08-04","0.00","94","63"
"ASN00014015","DARWIN AIRPORT, AS","2008-08-05","0.00","93","64"
"ASN00014015","DARWIN AIRPORT, AS","2008-08-06","0.00","91","64"
"ASN00014015","DARWIN AIRPORT, AS","2008-08-07","0.00","90","65"
"ASN00014015","DARWIN AIRPORT, AS","2008-08-08","0.00","90","61"
"ASN00014015","DARWIN AIRPORT, AS","2008-08-09","0.00","89","62"
"ASN00014015","DARWIN AIRPORT, AS","2008-08-10","0.00","90","65"
"ASN00014015","DARWIN AIRPORT, AS","2008-08-11","0.00","90","67"
"ASN00014015","DARWIN AIRPORT, AS","2008-08-12","0.00","89","66"
"ASN00014015","DARWIN AIRPORT, AS","2008-08-13","0.00","91","68"
"ASN00014015","DARWIN AIRPORT, AS","2008-08-14","0.00","90","68"
"ASN00014015","DARWIN AIRPORT, AS","2008-08-15","0.00","93","68"
"ASN00014015","DARWIN AIRPORT, AS","2008-08-16","0.00","89","69"
"ASN00014015","DARWIN AIRPORT, AS","2008-08-17","0.00","87","65"
"ASN00014015","DARWIN AIRPORT, AS","2008-08-18","0.00","87","65"
"ASN00014015","DARWIN AIRPORT, AS","2008-08-19","0.00","88","64"
"ASN00014015","DARWIN AIRPORT, AS","2008-08-20","0.00","89","61"
"ASN00014015","DARWIN AIRPORT, AS","2008-08-21","0.00","92","68"
"ASN00014015","DARWIN AIRPORT, AS","2008-08-22","0.00","94","67"
"ASN00014015","DARWIN AIRPORT, AS","2008-08-23","0.00","89","72"
"ASN00014015","DARWIN AIRPORT, AS","2008-08-24","0.00","91","70"
"ASN00014015","DARWIN AIRPORT, AS","2008-08-25","0.00","91","70"
"ASN00014015","DARWIN AIRPORT, AS","2008-08-26","0.00","92","76"
"ASN00014015","DARWIN AIRPORT, AS","2008-08-27","0.00","94","72"
"ASN00014015","DARWIN AIRPORT, AS","2008-08-28","0.00","91","73"
"ASN00014015","DARWIN AIRPORT, AS","2008-08-29","0.00","91","72"
"ASN00014015","DARWIN AIRPORT, AS","2008-08-30","0.00","91","73"
"ASN00014015","DARWIN AIRPORT, AS","2008-08-31","0.00","90","72"
"ASN00014015","DARWIN AIRPORT, AS","2008-09-01","0.00","92","75"
"ASN00014015","DARWIN AIRPORT, AS","2008-09-02","0.00","93","74"
